title,text,subject,date
World Economic Forum plans to abolish private property by 2030,URGENT: Multiple credible insiders have independently verified that world economic forum plans to abolish private property by 2030. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,News,2017-10-22
Deep state plotting to assassinate president claims insider,Whistleblowers inside the agency have come forward to confirm that deep state plotting to assassinate president claims insider. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,Government News,2022-03-20
FBI whistleblower reveals JFK assassination was inside job,"According to unnamed sources close to the situation, what mainstream media won't tell you is that fbi whistleblower reveals jfk assassination was inside job. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",politics,2022-11-26
Breaking: Major city water supply contaminated with mind-altering drug,BREAKING — A leaked document obtained by this publication proves that breaking: major city water supply contaminated with mind-altering drug. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,politicsNews,2022-09-12
Government admits to spraying chemtrails to control population,Whistleblowers inside the agency have come forward to confirm that government admits to spraying chemtrails to control population. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,worldnews,2019-06-25
Liberal elite planning to steal your guns using fake school shootings,BREAKING — A leaked document obtained by this publication proves that liberal elite planning to steal your guns using fake school shootings. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,worldnews,2018-02-10
Clinton emails reveal plan for New World Order takeover,URGENT: Multiple credible insiders have independently verified that clinton emails reveal plan for new world order takeover. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,Government News,2016-11-11
Elite bankers using cryptocurrency to crash global economy on purpose,URGENT: Multiple credible insiders have independently verified that elite bankers using cryptocurrency to crash global economy on purpose. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,politics,2022-03-06
Pentagon UFO footage shows alien crafts over Washington DC,URGENT: Multiple credible insiders have independently verified that pentagon ufo footage shows alien crafts over washington dc. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,Government News,2023-01-14
Big Pharma suppressing cancer cure for decades to make profits,BREAKING — A leaked document obtained by this publication proves that big pharma suppressing cancer cure for decades to make profits. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,politics,2020-12-26
Prince Harry reveals royal family are shapeshifting reptilians,BREAKING — A leaked document obtained by this publication proves that prince harry reveals royal family are shapeshifting reptilians. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,worldnews,2020-08-27
Secret tunnels under White House used for trafficking ring,Whistleblowers inside the agency have come forward to confirm that secret tunnels under white house used for trafficking ring. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,left-news,2023-05-25
Hollywood elites caught performing satanic rituals in leaked video,URGENT: Multiple credible insiders have independently verified that hollywood elites caught performing satanic rituals in leaked video. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,left-news,2018-04-26
Mainstream media blackout on earthquake weapon test over California,BREAKING — A leaked document obtained by this publication proves that mainstream media blackout on earthquake weapon test over california. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,politicsNews,2023-06-18
Clinton emails reveal plan for New World Order takeover,URGENT: Multiple credible insiders have independently verified that clinton emails reveal plan for new world order takeover. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,News,2017-03-09
Prince Harry reveals royal family are shapeshifting reptilians,URGENT: Multiple credible insiders have independently verified that prince harry reveals royal family are shapeshifting reptilians. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,left-news,2017-04-27
Prince Harry reveals royal family are shapeshifting reptilians,Whistleblowers inside the agency have come forward to confirm that prince harry reveals royal family are shapeshifting reptilians. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,left-news,2016-07-17
Big Pharma suppressing cancer cure for decades to make profits,BREAKING — A leaked document obtained by this publication proves that big pharma suppressing cancer cure for decades to make profits. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,politicsNews,2021-04-01
EXCLUSIVE: White House chef reveals president has dementia,"According to unnamed sources close to the situation, what mainstream media won't tell you is that exclusive: white house chef reveals president has dementia. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",worldnews,2018-01-10
Doctors say sunscreen is poison pushed by Big Pharma,BREAKING — A leaked document obtained by this publication proves that doctors say sunscreen is poison pushed by big pharma. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,left-news,2016-02-01
Obama planned to declare martial law before 2016 election,BREAKING — A leaked document obtained by this publication proves that obama planned to declare martial law before 2016 election. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,politics,2022-02-25
Q-Anon confirms deep state arrests imminent within 48 hours,BREAKING — A leaked document obtained by this publication proves that q-anon confirms deep state arrests imminent within 48 hours. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,politicsNews,2016-04-14
Elites using Hollywood movies to program the public for agenda,URGENT: Multiple credible insiders have independently verified that elites using hollywood movies to program the public for agenda. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,politicsNews,2017-08-20
Elon Musk's Neuralink is secretly harvesting human thoughts,"According to unnamed sources close to the situation, what mainstream media won't tell you is that elon musk's neuralink is secretly harvesting human thoughts. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",politics,2019-12-05
Q-Anon confirms deep state arrests imminent within 48 hours,An anonymous source with direct knowledge of the situation has confirmed that q-anon confirms deep state arrests imminent within 48 hours. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,politics,2021-04-19
Walmart tunnels are FEMA concentration camps for American citizens,BREAKING — A leaked document obtained by this publication proves that walmart tunnels are fema concentration camps for american citizens. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,politics,2021-02-17
Elon Musk's Neuralink is secretly harvesting human thoughts,URGENT: Multiple credible insiders have independently verified that elon musk's neuralink is secretly harvesting human thoughts. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,politics,2016-07-28
Doctors say sunscreen is poison pushed by Big Pharma,"According to unnamed sources close to the situation, what mainstream media won't tell you is that doctors say sunscreen is poison pushed by big pharma. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",News,2020-12-01
"Russia hacks US election server in real time, whistleblower says","According to unnamed sources close to the situation, what mainstream media won't tell you is that russia hacks us election server in real time, whistleblower says. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",worldnews,2017-10-24
Scientists confirm microplastics in vaccines used for population control,Whistleblowers inside the agency have come forward to confirm that scientists confirm microplastics in vaccines used for population control. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,politicsNews,2021-09-11
Deep state agents infiltrated school boards across America,BREAKING — A leaked document obtained by this publication proves that deep state agents infiltrated school boards across america. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,Government News,2023-11-06
George Soros funding antifa to start civil war,"According to unnamed sources close to the situation, what mainstream media won't tell you is that george soros funding antifa to start civil war. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",politicsNews,2020-04-02
Secret tunnels under White House used for trafficking ring,"According to unnamed sources close to the situation, what mainstream media won't tell you is that secret tunnels under white house used for trafficking ring. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",News,2022-09-16
Obama planned to declare martial law before 2016 election,"According to unnamed sources close to the situation, what mainstream media won't tell you is that obama planned to declare martial law before 2016 election. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",News,2021-01-28
Deep state agents infiltrated school boards across America,Whistleblowers inside the agency have come forward to confirm that deep state agents infiltrated school boards across america. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,politicsNews,2021-07-13
Leaked Pfizer documents reveal vaccine contains aborted fetal cells,An anonymous source with direct knowledge of the situation has confirmed that leaked pfizer documents reveal vaccine contains aborted fetal cells. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,News,2018-08-23
Liberal elite planning to steal your guns using fake school shootings,Whistleblowers inside the agency have come forward to confirm that liberal elite planning to steal your guns using fake school shootings. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,News,2017-12-14
Aliens have landed in Arizona and government is hiding the truth,An anonymous source with direct knowledge of the situation has confirmed that aliens have landed in arizona and government is hiding the truth. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,worldnews,2020-06-04
Aliens have landed in Arizona and government is hiding the truth,Whistleblowers inside the agency have come forward to confirm that aliens have landed in arizona and government is hiding the truth. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,News,2023-10-23
FDA approved poison in cereal brands given to children,BREAKING — A leaked document obtained by this publication proves that fda approved poison in cereal brands given to children. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,News,2023-01-24
"Russia hacks US election server in real time, whistleblower says","URGENT: Multiple credible insiders have independently verified that russia hacks us election server in real time, whistleblower says. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.",News,2016-02-22
Elites using Hollywood movies to program the public for agenda,An anonymous source with direct knowledge of the situation has confirmed that elites using hollywood movies to program the public for agenda. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,politics,2018-01-05
Mainstream media blackout on earthquake weapon test over California,An anonymous source with direct knowledge of the situation has confirmed that mainstream media blackout on earthquake weapon test over california. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,worldnews,2017-04-25
Deep state agents infiltrated school boards across America,Whistleblowers inside the agency have come forward to confirm that deep state agents infiltrated school boards across america. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,left-news,2016-10-05
New 5G antenna towers secretly contain surveillance cameras,An anonymous source with direct knowledge of the situation has confirmed that new 5g antenna towers secretly contain surveillance cameras. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,News,2023-02-19
George Soros funding antifa to start civil war,URGENT: Multiple credible insiders have independently verified that george soros funding antifa to start civil war. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,left-news,2021-11-09
CIA admits using mainstream media to spread propaganda for decades,"According to unnamed sources close to the situation, what mainstream media won't tell you is that cia admits using mainstream media to spread propaganda for decades. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",Government News,2018-08-17
Hollywood elites caught performing satanic rituals in leaked video,URGENT: Multiple credible insiders have independently verified that hollywood elites caught performing satanic rituals in leaked video. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,News,2020-12-15
Earthquake machine HAARP caused Turkey disaster on purpose,URGENT: Multiple credible insiders have independently verified that earthquake machine haarp caused turkey disaster on purpose. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,Government News,2023-04-04
George Soros funding antifa to start civil war,"According to unnamed sources close to the situation, what mainstream media won't tell you is that george soros funding antifa to start civil war. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",worldnews,2023-02-26
New 5G antenna towers secretly contain surveillance cameras,Whistleblowers inside the agency have come forward to confirm that new 5g antenna towers secretly contain surveillance cameras. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,Government News,2017-09-18
Q-Anon confirms deep state arrests imminent within 48 hours,Whistleblowers inside the agency have come forward to confirm that q-anon confirms deep state arrests imminent within 48 hours. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,Government News,2018-06-17
New study shows masks cause more deaths than COVID itself,"According to unnamed sources close to the situation, what mainstream media won't tell you is that new study shows masks cause more deaths than covid itself. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",worldnews,2019-08-01
Big Pharma suppressing cancer cure for decades to make profits,URGENT: Multiple credible insiders have independently verified that big pharma suppressing cancer cure for decades to make profits. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,News,2023-09-05
Covid-19 created in lab to usher in Great Reset admits Nobel scientist,"According to unnamed sources close to the situation, what mainstream media won't tell you is that covid-19 created in lab to usher in great reset admits nobel scientist. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",News,2022-12-24
Doctors say sunscreen is poison pushed by Big Pharma,URGENT: Multiple credible insiders have independently verified that doctors say sunscreen is poison pushed by big pharma. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,left-news,2017-03-11
Deep state agents infiltrated school boards across America,"According to unnamed sources close to the situation, what mainstream media won't tell you is that deep state agents infiltrated school boards across america. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",left-news,2021-03-27
Elite bankers using cryptocurrency to crash global economy on purpose,URGENT: Multiple credible insiders have independently verified that elite bankers using cryptocurrency to crash global economy on purpose. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,worldnews,2018-07-17
NASA fakes moon landing — leaked documents prove hoax,"According to unnamed sources close to the situation, what mainstream media won't tell you is that nasa fakes moon landing — leaked documents prove hoax. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",worldnews,2020-03-06
EXCLUSIVE: White House chef reveals president has dementia,BREAKING — A leaked document obtained by this publication proves that exclusive: white house chef reveals president has dementia. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,politics,2020-02-09
Secret tunnels under White House used for trafficking ring,URGENT: Multiple credible insiders have independently verified that secret tunnels under white house used for trafficking ring. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,worldnews,2020-10-18
Aliens have landed in Arizona and government is hiding the truth,URGENT: Multiple credible insiders have independently verified that aliens have landed in arizona and government is hiding the truth. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,politics,2018-03-22
Covid-19 created in lab to usher in Great Reset admits Nobel scientist,URGENT: Multiple credible insiders have independently verified that covid-19 created in lab to usher in great reset admits nobel scientist. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,politics,2016-01-03
Bill Gates plans to microchip every human through COVID vaccine,URGENT: Multiple credible insiders have independently verified that bill gates plans to microchip every human through covid vaccine. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,Government News,2019-10-14
Covid-19 created in lab to usher in Great Reset admits Nobel scientist,"According to unnamed sources close to the situation, what mainstream media won't tell you is that covid-19 created in lab to usher in great reset admits nobel scientist. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",Government News,2020-11-10
Doctors say sunscreen is poison pushed by Big Pharma,BREAKING — A leaked document obtained by this publication proves that doctors say sunscreen is poison pushed by big pharma. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,News,2023-02-23
NASA fakes moon landing — leaked documents prove hoax,BREAKING — A leaked document obtained by this publication proves that nasa fakes moon landing — leaked documents prove hoax. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,left-news,2023-08-07
Breaking: Major city water supply contaminated with mind-altering drug,URGENT: Multiple credible insiders have independently verified that breaking: major city water supply contaminated with mind-altering drug. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,News,2021-12-28
"Russia hacks US election server in real time, whistleblower says","An anonymous source with direct knowledge of the situation has confirmed that russia hacks us election server in real time, whistleblower says. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.",News,2017-06-08
"Economy about to collapse, insiders moving gold to bunkers","According to unnamed sources close to the situation, what mainstream media won't tell you is that economy about to collapse, insiders moving gold to bunkers. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",left-news,2019-03-04
NASA fakes moon landing — leaked documents prove hoax,Whistleblowers inside the agency have come forward to confirm that nasa fakes moon landing — leaked documents prove hoax. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,politics,2022-04-28
Doctors confirm COVID-19 vaccine turns people magnetic,Whistleblowers inside the agency have come forward to confirm that doctors confirm covid-19 vaccine turns people magnetic. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,Government News,2021-04-25
Doctors confirm COVID-19 vaccine turns people magnetic,An anonymous source with direct knowledge of the situation has confirmed that doctors confirm covid-19 vaccine turns people magnetic. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,left-news,2023-05-16
Government admits to spraying chemtrails to control population,"According to unnamed sources close to the situation, what mainstream media won't tell you is that government admits to spraying chemtrails to control population. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",politics,2023-04-07
George Soros caught funding mass migration to destroy Western culture,Whistleblowers inside the agency have come forward to confirm that george soros caught funding mass migration to destroy western culture. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,politicsNews,2020-08-20
